Open,High,Low,Close,Volume,Dividends,Stock Splits,Moving_Average
58.56665076228468,58.84242913667353,58.35376791494288,58.827911376953125,75828800,0.0,0.0,
59.14965807841082,59.21981433646704,58.49649910786079,58.9246826171875,69275200,0.0,0.0,
58.82308587787889,59.68670631991477,58.75535108600429,59.650421142578125,73477200,0.0,0.0,
59.85362771074769,60.29632534681809,59.68429072485806,60.24794387817383,96572800,0.0,0.0,
60.228582941506396,60.41727322926324,58.680353992919756,58.85452651977539,142839600,0.0,0.0,59.3010971069336
59.210129804148245,59.34076379972664,58.35134878297548,58.84726333618164,124522000,0.0,0.0,59.3049674987793
59.81007429084748,60.27696072813346,57.39579996123353,60.17777633666992,139162000,0.0,0.0,59.55558624267578
60.36647649568578,61.91228782189012,60.274552814815465,61.88568115234375,151125200,0.0,0.0,60.002638244628905
62.250947996741615,62.37674642866297,61.7792260246478,62.292076110839844,103272000,0.0,0.0,60.41146469116211
62.18321866966123,62.45900074916672,62.00662836711889,62.20257568359375,79897600,0.0,0.0,61.08107452392578
62.11548853959464,62.28966476534779,61.776814595779705,62.22918701171875,75864400,0.0,0.0,61.757459259033205
62.77997118449504,63.17062107893026,62.62710850426833,62.947391510009766,94940400,0.1925,0.0,62.31138229370117
62.76784002709363,63.19245527704823,62.321388309991356,63.119667053222656,69986400,0.0,0.0,62.558179473876955
62.673200353617865,63.68500097067073,62.66835027418336,63.61949157714844,81821200,0.0,0.0,62.82366256713867
63.461778049354685,63.76265331377769,63.30892278187544,63.56126022338867,87388800,0.0,0.0,63.09539947509766
63.35988037913087,64.24550505780229,63.345322733266904,64.1702880859375,102734400,0.0,0.0,63.483619689941406
63.995577313817684,64.26975860232203,63.59522731582795,63.726253509521484,89182800,0.0,0.0,63.63939208984375
63.978617031509536,64.48815696625104,63.8160541476458,64.48330688476562,100206400,0.0,0.0,63.91212005615235
64.49299296274829,64.88849295621839,64.1120580199626,64.80842590332031,86703200,0.0,0.0,64.14990692138672
65.0025428987034,65.02680811401511,64.39352820119255,64.61190032958984,76167200,0.0,0.0,64.36003494262695
64.4298982751134,64.56091706043016,63.18273923965907,63.85969924926758,106234400,0.0,0.0,64.29791717529297
63.98103129846778,64.05867701289385,63.372009295786434,63.573402404785156,121395200,0.0,0.0,64.2673469543457
63.71412518189123,63.8572802946277,63.289509923795734,63.5175895690918,65325200,0.0,0.0,64.07420349121094
63.74324839824649,64.64828826944742,63.697146714973044,64.63130187988281,84020400,0.0,0.0,64.03877868652344
64.76960482920299,64.8229853341725,63.69229456869341,64.12661743164062,105207600,0.0,0.0,63.9417221069336
64.43960582034096,65.02194121841622,64.37409642017347,64.98796844482422,65235600,0.0,0.0,64.16737594604493
64.68708251941239,65.02677313694896,64.51723350829404,64.84479522705078,46617600,0.0,0.0,64.42165451049804
64.84965289354723,65.08744005599587,63.9227842582536,64.09505462646484,94487200,0.0,0.0,64.53714752197266
62.67563755579444,62.971655344688074,62.18551289749945,62.952247619628906,114430400,0.0,0.0,64.20133666992187
63.34531071893998,63.888815807319055,63.250678634069615,63.50787353515625,67181600,0.0,0.0,64.077587890625
64.0052978900482,64.51483772049082,63.74810293458057,64.43961334228516,74424400,0.0,0.0,63.967916870117186
64.90063522878779,65.75471595857113,64.85695488212616,65.6843490600586,106075600,0.0,0.0,64.13582763671874
65.51205176737723,65.70615858851144,64.27702916151185,64.76473236083984,128042400,0.0,0.0,64.26976318359375
65.17238006166635,65.52905718776387,64.50754882650129,65.14326477050781,90420400,0.0,0.0,64.70796661376953
65.2233161377651,65.77895749277484,65.14809918545777,65.69888305664062,78756800,0.0,0.0,65.1461685180664
64.97340675835741,66.13321259302575,64.8617956893739,65.8663101196289,137310400,0.0,0.0,65.43150787353515
65.86632540365066,66.79805183222895,65.73772791908735,66.76165771484375,133587600,0.0,0.0,65.64696960449218
67.21053321581095,68.13013067139462,67.20568313542343,67.90447235107422,128186000,0.0,0.0,66.27491760253906
67.83410367162128,68.36790122532297,67.6472682338291,68.03791809082031,114158400,0.0,0.0,66.85384826660156
67.8899162277349,68.39945605856184,67.72492463442426,67.87535858154297,116028400,0.0,0.0,67.28914337158203
67.8171296016269,68.22475851405353,67.68368204014185,67.94329833984375,98369200,0.0,0.0,67.704541015625
68.47951124575785,68.58141474042364,67.58902931253498,67.80255126953125,275978000,0.0,0.0,67.9127197265625
68.06705234969661,68.96966354611894,68.02822948692852,68.90900421142578,98572000,0.0,0.0,68.1136260986328
69.07641348748398,69.12494390933564,68.64694813243742,68.97450256347656,48478800,0.0,0.0,68.30094299316406
69.10797896836887,70.3599887127259,69.07886366810325,70.34300231933594,93121200,0.0,0.0,68.79447174072266
70.63656718189156,71.328084944245,69.90865530672005,70.3162841796875,146266000,0.0,0.0,69.26906890869141
70.23377989243984,71.01750091558904,69.20500026949355,70.73361206054688,144114400,0.0,0.0,69.85528106689453
70.34781637655455,71.25770606743272,70.24833421512105,71.25042724609375,100805600,0.0,0.0,70.32356567382813
71.87887074697332,72.93677321606523,71.62410454610695,72.87611389160156,135480400,0.0,0.0,71.10388793945313
72.09964915419043,72.93189304988245,71.94193644057276,72.16758728027344,146322800,0.0,0.0,71.46880493164062
71.28442284217883,72.78149101299562,71.03207794711969,72.74266815185547,118387200,0.0,0.0,71.95408172607422
72.75235516776186,73.0095500710491,72.1797347882775,72.4005355834961,108872000,0.0,0.0,72.28746643066407
72.10209076035999,73.86848975837933,72.10209076035999,73.56519317626953,132079200,0.0,0.0,72.75041961669922
74.54786291494993,75.32187629946702,74.29552551786226,75.12776947021484,170108400,0.0,0.0,73.20075073242188
75.36313948426093,75.86540042322738,74.79294040413248,75.29762268066406,140644800,0.0,0.0,73.8267578125
75.61547131635675,76.93298972260747,75.49657403625126,76.90629577636719,121532000,0.0,0.0,74.65948333740235
76.84325049860318,77.05434380503128,75.74410361657428,75.86784362792969,161954400,0.0,0.0,75.35294494628906
75.66644148102284,76.55206612161608,75.10837126298826,75.54269409179688,121923600,0.0,0.0,75.74844512939453
76.08864066362095,76.60060928869339,75.72468466270166,76.4889907836914,108829200,0.0,0.0,76.02068939208985
76.73889185654905,77.33820624977429,76.43074516870458,77.33578491210938,137816400,0.0,0.0,76.4283218383789
76.96212522434234,77.40614822207094,76.67338624704844,76.81169128417969,110843200,0.0,0.0,76.4094009399414
77.29937577696109,77.64149520541916,76.99122911948685,77.08586120605469,101832400,0.0,0.0,76.6530044555664
77.13924567687963,77.53716695718084,76.58845432397156,77.45709991455078,104472000,0.0,0.0,77.03588562011718
77.70458069632541,78.45190018156573,77.04217832633637,77.2338638305664,146537600,0.0,0.0,77.18486022949219
75.23212292918322,75.64703065146035,73.97526345416178,74.96279907226562,161940000,0.0,0.0,76.71026306152343
75.84841974745295,77.25571309377976,75.74893756813601,77.08344268798828,162234000,0.0,0.0,76.76461334228516
78.72367729164286,79.54864265527365,77.97877898132761,78.69698333740234,216229200,0.0,0.0,77.08683776855469
77.77496776872046,78.63632728334342,77.34064489739151,78.58294677734375,126743200,0.0,0.0,77.31200714111328
77.86958470013667,78.2941999630763,74.80265316569236,75.09867095947266,199588400,0.0,0.0,76.88496856689453
73.83453064200978,76.06436811844702,73.32984829411103,74.8924331665039,173788400,0.0,0.0,76.87089538574219
76.50595308718616,77.55657655903069,76.09832427162267,77.3648910522461,136616400,0.0,0.0,76.92718505859375
78.49801928645589,78.79889458383452,77.38917241550978,77.99576568603516,118826800,0.0,0.0,76.78694152832031
78.26752994543332,78.91051742703088,77.70703827235167,78.90808868408203,105425600,0.0,0.0,76.85196990966797
78.40460512370925,78.65511431746754,77.3417650742466,77.83548736572266,117684000,0.1925,0.0,77.39933319091797
76.41269776499495,78.2051773071289,76.33244069961566,78.2051773071289,109348800,0.0,0.0,78.06188201904297
78.70379364294342,78.77675463462418,77.51447752260168,77.73336791992188,94323200,0.0,0.0,78.13557739257813
78.18573168065612,79.58420729410885,78.18573168065612,79.579345703125,113730400,0.0,0.0,78.4522933959961
78.84725877318257,79.34098108989527,78.64296065132991,79.01264190673828,94747600,0.0,0.0,78.47320404052735
78.981024394126,79.28261370312532,78.52135546749894,79.0321044921875,80113600,0.0,0.0,78.71252746582032
76.69969960746171,77.7674089569283,76.51728973500606,77.58499908447266,152531200,0.0,0.0,78.58849182128907
77.82821060731509,78.93969652139718,77.82821060731509,78.7086410522461,93984000,0.0,0.0,78.7835464477539
78.46785961810504,78.95914750812162,77.39285423141268,77.90116882324219,100566000,0.0,0.0,78.44791107177734
77.4925619995689,77.93764615928346,75.51767268095155,76.13786315917969,129554000,0.0,0.0,77.87295532226562
72.29751888612235,73.98054915828418,70.34451824920691,72.52127075195312,222195200,0.0,0.0,76.57078857421875
73.19499378439849,73.57926726054262,69.59057344885551,70.06483459472656,230673600,0.0,0.0,75.06675567626954
69.68785225883238,72.44832254762713,69.68055616240795,71.17631530761719,198054800,0.0,0.0,73.56029052734375
68.36721860355428,69.55896156550094,66.38745998092044,66.5236587524414,320605600,0.0,0.0,71.2847885131836
62.56901554627285,67.71297203651135,62.35255228630007,66.4847412109375,426510000,0.0,0.0,69.35416412353516
68.65418761442636,73.31415109678426,67.54513656843358,72.67449951171875,341397200,0.0,0.0,69.38480987548829
73.85651043746256,73.9367674784646,69.51028698288405,70.36640167236328,319475600,0.0,0.0,69.44512329101562
